idiom,count
have something to show for something,14
be/come to the biscuit,14
have the blues,14
have the floor,14
have the hots for,14
have the last laugh,14
have the law of,14
have the right time,14
have the tiger by the tail,14
have the whole bakery,14
have several seats,14
have seen this movie before,14
have seen one's last gum tree,14
have one's name on,14
have one's fingers in many pies,14
have one's hand in the till,14
have one's hand out,14
have one's hands full,14
have one's hands tied,14
have one's head read,14
have one's heart in the right place,14
have one's mind about one,14
have one's moments,14
have one's name taken,14
have seen one's day,14
have one's name written all over (something),14
have one's number on it,14
have one's way,14
have one's way with,14
have one's wig snatched,14
have one's wits about one,14
have one's work cut out for one,14
have other ideas,14
have second thoughts,14
have a seat,14
have a say,14
have a rough time of it,14
harden someone's heart,14
happy as a pig in mud,14
happy as a pig in shit,14
happy chappy,14
happy holidays,14
happy landings,14
happy medium,14
happy place,14
"happy wife, happy life",14
harbor of refuge,14
hard as nails,14
hard at work,14
Hard cases make bad law,14
hard done by,14
hard feelings,14
hard going,14
hard mode,14
hard nut to crack,14
hard of hearing,14
hard on the eyes,14
hard pass,14
hard to tell,14
Happy Valentine's Day,14
happy Ramadan,14
Happy New Year,14
hang up one's hat,14
hang out one's shingle,14
hang out to dry,14
hang over someone's head,14
hang the moon,14
hang tight,14
hang together,14
hang tough,14
hang up,14
hang up one's boots,14
hang upon,14
happy Kwanzaa,14
"hanged, drawn and quartered",14
hangar queen,14
hanging offence,14
happen along,14
happily ever after,14
happy Easter,14
happy Halloween,14
happy Hanukkah,14
happy Independence Day,14
hard to swallow,14
harden up,14
have a quiet word,14
hark back,14
have a fit,14
have a foot in both camps,14
have a gas,14
have a go,14
have a good one,14
have a good time,14
have a good weekend,14
have a hand in,14
have a handle on,14
have a hard time,14
have a head for,14
have a heart,14
have a jag on,14
have a laugh,14
have a mind of one's own,14
have a moment,14
have a mountain to climb,14
have a nice day,14
have a nice life,14
have a night of it,14
have a pair,14
have a fable for,14
have a cow,14
have a bone to pick,14
hat tip,14
harm a hair on someone's head,14
harp on one string,14
harp on the same string,14
has left the building,14
hash out,14
hash slinger,14
hasta la vista,14
hat hair,14
hat in hand,14
hatchet man,14
have a blessed one,14
hate someone's guts,14
haters gonna hate,14
haul ass,14
haul someone over the coals,14
have I got news for you,14
have Jesus in one's heart,14
have Van Gogh's ear for music,14
have a ball,14
have a bite,14
have the wind up,14
have the wolf by the ears,14
have the world by the tail,14
hit me,14
highway robbery,14
hike the Appalachian Trail,14
hike up,14
hill to die on,14
hind tit,14
hip pocket,14
happy birthday to you,14
hired muscle,14
hissing hot,14
history is written by the victors,14
history repeats itself,14
hit a home run,14
hit a lick,14
hit a snag,14
hit a wall,14
hit and run,14
hit bottom,14
hit home,14
hit it big,14
hit it up,14
hit like a ton of bricks,14
higher than a kite,14
high-water mark,14
"high-risk, high-reward",14
on a high note,14
high and dry,14
high and low,14
high and mighty,14
high and tight,14
set a high bar,14
high cotton,14
high ground,14
the high life,14
high noon,14
high on one's own supply,14
high-hanging fruit,14
high on the hog,14
high on the totem pole,14
high priest,14
take the high road,14
high strangeness,14
high summer,14
high tide,14
high time,14
high voltage,14
hit like a truck,14
hit on,14
hide the sausage,14
hit it out of the ballpark,14
hit the sheets,14
hit the shelves,14
hit the shops,14
hit the skids,14
hit the spot,14
hit the stores,14
hit the streets,14
hit the trail,14
hit the wall,14
hit too close to home,14
hit up against,14
hit upon,14
hit wicket,14
hit with the stupid stick,14
hitch one's wagon to,14
hitch one's wagon to a star,14
hither and thither,14
hiya doin',14
ho kua bo ho jiak,14
ho there,14
hobby horse,14
hit the roof,14
hit the rocks,14
hit the road,14
hit the bottle,14
hit one's straps,14
hit one's stride,14
hit out,14
hit pause,14
hit pay dirt,14
hit rock bottom,14
hit someone for six,14
hit the big time,14
hit the books,14
hit the bricks,14
hit the pavement,14
hit the buffers,14
hit the button,14
hit the fan,14
hit the gas,14
hit the ground running,14
hit the high notes,14
hit the jackpot,14
hit the mark,14
hit the nail on the head,14
on a hiding to nothing,14
hide one's light under a bushel,14
have time on one's hands,14
heavy foot,14
heap on,14
hear me out,14
hear out,14
hear the end of it,14
hear the grass grow,14
hear things,14
hear through the grapevine,14
hear voices,14
heart attack,14
heart attack on a plate,14
heart balm,14
heart of hearts,14
heart of stone,14
hearts and flowers,14
heart on sleeve,14
"hearts, not parts",14
heat up,14
heat wave,14
Heaven helps those who help themselves,14
heavy artillery,14
heavy as a dead donkey,14
Health is your first wealth,14
heads will roll,14
heads or tails,14
"he shoots, he scores",14
have time on one's side,14
have truck with,14
have (someone) up,14
have words,14
have you eaten,14
have you met me,14
hay is for horses,14
hayride,14
hazard a guess,14
"He that mischief hatches, mischief catches",14
"heads I win, tails you lose",14
he who laughs last laughs best,14
he who smelt it dealt it,14
head and shoulders,14
head for the hills,14
head in the clouds,14
head of steam,14
head start,14
head to head,14
head to toe,14
heavy equipment,14
heavy going,14
hide in plain sight,14
heavy heart,14
herbs and spices,14
herding cats,14
here be dragons,14
"here today, gone tomorrow",14
here we are,14
here you are,14
"here's a quarter, call someone who cares",14
here's hoping,14
here's looking at you,14
here's mud in your eye,14
here's the deal,14
here's the thing,14
here's to,14
"here, there and everywhere",14
Heroiam Slava,14
get het up,14
pot calling the kettle black,14
"hic Rhodus, hic saltus",14
hidden gem,14
hidden in plain sight,14
hidden variable,14
hentak kaki,14
as rare as a hen's tooth,14
helping hand,14
hell and half of Georgia,14
heavy hitter,14
heavy lift,14
heavy lifting,14
heavy metal,14
heavy with child,14
hedge in,14
hedge one's bets,14
heffalump trap,14
heifer dust,14
hell from above,14
help wanted,14
hell on earth,14
hell on wheels,14
hell or high water,14
hell to pay,14
hell to the no,14
hell week,14
helmet hair,14
help a lame dog over a stile,14
help is on the way,14
in nothing flat,14
in one bite,14
hang one's hat,14
kiss and cry,14
kiss and tell,14
kiss ass,14
kiss goodbye,14
kiss me,14
kiss of death,14
kiss of life,14
kiss off,14
kiss someone's ass,14
kiss someone's ring,14
kiss the ground someone walks on,14
kiss the gunner's daughter,14
kiss up,14
kiss up to,14
kissing cousins,14
kissing goes by favor,14
kissing kin,14
throw the kitchen sink at (something),14
kitchen table relationship,14
kitchen-table software,14
knee-deep in the Big Muddy,14
knee-high by the Fourth of July,14
kiss and make up,14
kingdom come,14
"Keep it simple, stupid",14
king's ransom,14
kicking boots,14
kicks and giggles,14
kid around,14
kiddie table,14
kids will be kids,14
kill off,14
kill one's darlings,14
kill the fatted calf,14
kill trees,14
kill two birds with one stone,14
kill your heroes,14
killer instinct,14
kind of,14
kind regards,14
kindest regards,14
kindred soul,14
kindred spirit,14
king hit,14
king of all he surveys,14
king of beasts,14
king of birds,14
knee-high to a grasshopper,14
knee-jerk reaction,14
knife up,14
knight of the pen,14
know someone from Eve,14
know someone in the biblical sense,14
know the drill,14
know the score,14
know thyself,14
know what's what,14
know where one stands,14
know where the bodies are buried,14
know which end is up,14
knowledge is power,14
knuckle down,14
knuckle under,14
kung pow penis,14
l'istesso tempo,14
"l'état, c'est moi",14
lab rat,14
labor of love,14
laboring oar,14
labour the point,14
ladies first,14
lady garden,14
know someone from Adam,14
know someone,14
know one's own mind,14
knock someone flat,14
knit one's brows,14
knit together,14
knock for a loop,14
knock into a cocked hat,14
knock it off,14
knock on wood,14
knock oneself out,14
knock out of the box,14
knock some sense into,14
knock someone off their perch,14
know inside and out,14
knock someone over with a feather,14
knock someone's block off,14
knock someone's socks off,14
knock the living daylights out of,14
knock the stuffing out of,14
knock together,14
know beans about,14
know every trick in the book,14
know (someone) from a bar of soap,14
kicking and screaming,14
kick with the other foot,14
kick upstairs,14
keep the home fires burning,14
keep one's temper,14
keep one's voice down,14
keep pace,14
keep quiet,14
keep score,14
keep shtum,14
keep sight of,14
keep someone amused,14
keep someone busy,14
keep someone company,14
keep someone in the loop,14
keep someone on ice,14
keep someone on their toes,14
keep someone posted,14
keep someone sweet,14
keep someone up at night,14
keep straight,14
keep tabs on,14
keep telling yourself that,14
keep the ball rolling,14
keep the bones green,14
keep one's stick on the ice,14
keep one's pecker up,14
keep one's pants on,14
keep one's eye on the ball,14
keep it up,14
keep off the streets,14
keep on,14
keep on about,14
keep on truckin',14
keep one's cards close to one's chest,14
keep one's chin up,14
keep one's cool,14
keep one's ears open,14
keep one's eyes peeled,14
keep one's options open,14
keep one's fingers crossed,14
keep one's hair on,14
keep one's head above water,14
keep one's head down,14
keep one's head on a swivel,14
keep one's knickers on,14
keep one's lips sealed,14
keep one's mouth shut,14
keep one's nose clean,14
keep the change,14
keep the peace,14
kick up one's heels,14
keep the pot boiling,14
kick in the teeth,14
kick into the long grass,14
kick into touch,14
kick it,14
give someone the kick loose,14
kick off,14
kick one's heels,14
kick out,14
kick rocks,14
kick some tail,14
kick some tires,14
kick someone when they are down,14
kick someone's ass,14
kick start,14
kick the beam,14
kick the can down the road,14
kick the habit,14
kick the tires,14
kick to the curb,14
kick up,14
kick up a fuss,14
kick in,14
kick butt,14
kick bollocks scramble,14
kernel of truth,14
keep the show on the road,14
keep the wolf from the door,14
keep up,14
keep up appearances,14
keep up with,14
keep up with the Joneses,14
keep up with the times,14
keep watch,14
kill yourself,14
a different kettle of fish,14
kick back,14
key up,14
keys to the kingdom,14
kiam chye,14
kick a dog when it's down,14
kick against the pricks,14
kick ass,14
kick ass and take names,14
kick at an open door,14
kick at the can,14
The lady or the tiger,14
land before time,14
land in someone's lap,14
legend in one's own lifetime,14
leave someone high and dry,14
leave someone holding the baby,14
leave someone holding the bag,14
leave someone in the dust,14
leave someone in the lurch,14
leave someone no choice,14
leave someone out in the cold,14
leave someone to their fate,14
leave someone to their own devices,14
leave something to be desired,14
leave the ball in someone's court,14
leave the door open,14
leave the nest,14
leave to the imagination,14
"leaves of three, let it be",14
left and right,14
out of left field,14
left turn,14
left-handed compliment,14
leg up,14
legal beagle,14
leave someone at the altar,14
leave on,14
leave off,14
"least said, soonest mended",14
lean on,14
leap of faith,14
leap out,14
leap to mind,14
leaps and bounds,14
learn one's lesson,14
learn one's place,14
learn to walk before you can run,14
learned profession,14
leatherworking,14
leave no stone unturned,14
leave a sour taste in one's mouth,14
leave at the door,14
leave behind,14
leave for dead,14
leave in the dust,14
leave home,14
leave it all on the field,14
leave it at that,14
leave me alone,14
legal duty,14
legend in one's own lunchtime,14
leak out,14
lemon heaven,14
let nature take its course,14
let off,14
let on,14
let one go,14
let one's hair down,14
let oneself go,14
let sleeping dogs lie,14
let slide,14
let slip,14
let someone down gently,14
let someone go,14
let someone have it,14
let something ride,14
let something slip,14
let that sink in,14
let the buyer beware,14
let the cat out of the bag,14
let the chips fall where they may,14
let the dog see the rabbit,14
let the grass grow under one's feet,14
let the matter drop,14
let me see,14
let me count the ways,14
let loose,14
let George do it,14
'fraid so,14
lend a hand,14
lend an ear,14
lend itself to,14
les jeux sont faits,14
less is a bore,14
less is more,14
less than nothing,14
lesser of two evils,14
let a thousand flowers bloom,14
let it snow,14
let alone,14
let blood,14
let bygones be bygones,14
let crazy stick its dick in you,14
let down,14
let fly,14
let go and let God,14
let it all hang out,14
let it be,14
lean in,14
leading strings,14
land legs,14
laugh one's head off,14
last mile,14
last minute,14
last resort,14
last roundup,14
the last straw,14
last thing at night,14
the last thing one needs,14
last time I checked,14
the last trump,14
last word,14
latch onto,14
late in the game,14
late model,14
late to the party,14
"later, tater",14
"lather, rinse, repeat",14
lathered up,14
lato sensu,14
laugh all the way to the bank,14
laugh and grow fat,14
"laugh before breakfast, cry before supper",14
last known good,14
last hurrah,14
"last hired, first fired",14
lap up,14
land mine,14
land on,14
land on one's feet,14
land poor,14
land the plane,14
landing strip,14
lands preserved,14
lang may yer lum reek,14
lap of luxury,14
lard down,14
last gasp,14
lard up,14
Lares and Penates,14
large and in charge,14
larger than life,14
lash out,14
last burst of fire,14
last chance saloon,14
last dance,14
the last full measure,14
laugh in one's sleeve,14
laugh out of court,14
leading light,14
laughing stock,14
lay one's head down,14
lay tongue to,14
lay over,14
lay siege,14
lay something at the feet of,14
lay the groundwork,14
lay the wood,14
lay to rest,14
lazar house,14
lead by the nose,14
lead foot,14
lead nowhere,14
lead on,14
lead sandwich,14
lead someone to the altar,14
lead someone up the garden path,14
lead the line,14
lead the way,14
lead time,14
lead up to,14
lead with one's chin,14
lay it on the line,14
lay on,14
lay off,14
lay an egg,14
laughing tackle,14
laughter is the best medicine,14
launch pad,14
laundry list,14
law of the jungle,14
lawful but awful,14
lay a finger on,14
lay a foundation,14
lay an anchor to the windward,14
lay at someone's door,14
lay of the land,14
lay bare,14
lay by the heels,14
lay down the law,14
lay down the marker,14
lay eggs,14
lay eyes on,14
lay hands on,14
lay it on,14
lay it on thick,14
keep it together,14
keep it real,14
in one fell swoop,14
in the thick of it,14
in the trenches,14
in the wake of,14
in the way,14
in the way of,14
in the weeds,14
in the wild,14
in the wind,14
in the wink of an eye,14
in the works,14
in the world,14
in the worst way,14
in the zone,14
in there like swimwear,14
in this essay I will,14
in thunder,14
in token of,14
in too deep,14
in touch,14
in tow,14
in tune,14
in two jumps,14
in the toilet,14
in the thick of,14
keep it one hundred,14
in the tank,14
in the original German,14
in the oven,14
in the pink of health,14
in the pipeline,14
in the post,14
in the raw,14
in the reign of Queen Dick,14
in the round,14
in the running,14
in the sack,14
in the same breath,14
in the same shoes,14
in the short run,14
in the snap of one's fingers,14
in the soup,14
in the spotlight,14
in the stars,14
in the stratosphere,14
in the straw,14
in the streets,14
in the swim,14
in two shakes,14
"in unity, there is strength",14
in vacuo,14
in vain,14
inside joke,14
inside scoop,14
think inside the box,14
inside track,14
installed base,14
insult one's intelligence,14
insurance policy,14
intellectual masturbation,14
inter alia,14
inter alios,14
internal exile,14
the international language,14
internet checkpoint,14
interpret away,14
go into detail,14
come into power,14
into thin air,14
intra legem,14
invited to the cookout,14
ipsissima verba,14
iron cage,14
inside job,14
inside baseball,14
ins and outs,14
inch along,14
in view of,14
in vigilance,14
in virtue of which,14
"in wine, truth",14
in vino veritas,14
in with a chance,14
in witness whereof,14
in words of one syllable,14
in your dreams,14
inch away,14
inner strength,14
inch back,14
inch by inch,14
inch forward,14
inch up,14
indict a ham sandwich,14
ink in,14
the ink isn't dry on (something),14
inner circle,14
inner ear,14
in the offing,14
in the nip,14
in the nick of time,14
in step,14
in reaction to,14
in recent memory,14
in record time,14
in ruins,14
in safe hands,14
in search of,14
in shape,14
in short trousers,14
in sickness and in health,14
in sight,14
in someone's black books,14
in someone's corner,14
in someone's eyes,14
in someone's face,14
in someone's pocket,14
in someone's shoes,14
in someone's view,14
in someone's vocabulary,14
in spades,14
in spite of,14
in splendour,14
in rare form,14
in its pride,14
in play,14
in one's pocket,14
in one go,14
in one's back pocket,14
in one's bare skin,14
in one's bones,14
in one's cups,14
in one's dreams,14
in one's head,14
in one's own good time,14
in one's own little way,14
in one's right mind,14
in plain view,14
in (one's) sights,14
in one's wildest dreams,14
in order,14
in order for,14
in other news,14
in other words,14
keep (things) in perspective,14
in piety,14
in plain sight,14
in splits,14
in stitches,14
in the money,14
in stride,14
in the flower of one's youth,14
in the foothills,14
in the front row,14
in the game,14
in the here and now,14
in the hole,14
in the hope that,14
in the hopper,14
in the hospital,14
in the hot seat,14
in the interest of justice,14
in the interest of time,14
in the know,14
in the lead,14
in the least,14
in the light of,14
in the limelight,14
in the line of duty,14
in the long term,14
in the lump,14
in the making,14
in the first place,14
in the final analysis,14
in the fast lane,14
in the buff,14
in tatters,14
in the abstract,14
in the act,14
in the altogether,14
in the arms of Morpheus,14
in the bag,14
in the ballpark,14
in the black,14
in the books,14
in the business of,14
in the driver's seat,14
in the can,14
in the cards,14
in the clear,14
in the cold light of day,14
in the crosshairs,14
in the dark,14
in the dock,14
in the doghouse,14
in the drink,14
iron curtain,14
iron eagle,14
iron fist,14
jump street,14
jot and tittle,14
jot down,14
journeyman's piece,14
judge a book by its cover,14
"Judge not, that ye be not judged",14
"judge, jury and executioner",14
jug ears,14
juggling act,14
juice isn't worth the squeeze,14
juice up,14
jump at,14
jump at the chance,14
jump at the opportunity,14
jump before one is pushed,14
jump down someone's throat,14
jump for joy,14
jump on,14
jump on the bandwagon,14
jump salty,14
jump scare,14
jump ship,14
jolly along,14
joker in the pack,14
joined at the hip,14
jiak kentang,14
"jam today, jam tomorrow, but never jam yesterday",14
jam tomorrow,14
jam up,14
jaw away,14
jaws of death,14
jerk off,14
jerkin the gherkin,14
jet set,14
jewel in the crown,14
"jack of all trades, master of none",14
join the club,14
jive turkey,14
job's a good'un,14
jockey for position,14
joe job,14
jog on,14
jog someone's memory,14
join forces,14
join hands,14
join issue,14
jump someone's bones,14
jump the gun,14
jack in,14
jump the queue,14
kao peh kao bu,14
karma's a bitch,14
keel over,14
keep a civil tongue in one's head,14
keep a close watch,14
keep a lid on,14
keep a low profile,14
keep a weather eye open,14
keep an eye on,14
keep an eye open,14
keep an eye out,14
keep an eye peeled,14
keep at arm's length,14
keep company,14
keep going,14
keep good time,14
keep hope alive,14
keep house,14
keep it between the ditches,14
keep it in the family,14
keep it moving,14
kangaroo court,14
justice is blind,14
justice delayed is justice denied,14
just a minute,14
jump the shark,14
jump through hoops,14
jump to conclusions,14
jumpers for goalposts,14
jungle justice,14
jungle telegraph,14
junkyard dog,14
jure divino,14
the jury is out,14
just a second,14
just you wait,14
just about,14
just deserts,14
just folks,14
just friends,14
just like that,14
just my luck,14
just reward,14
just say no,14
just the same,14
jack of all trades,14
ivory tower,14
iron hand,14
It was this way,14
Isn't it so,14
it ain't over till it's over,14
"it ain't the meat, it's the motion",14
it can't be helped,14
It depends,14
it doesn't matter,14
it figures,14
it goes without saying,14
it happens,14
it happens to the best of us,14
it is and it isn't,14
it is no accident,14
you are not the only one,14
it is said,14
it is to laugh,14
it is what it is,14
that's me,14
it never rains but it pours,14
it pays to advertise,14
It takes one to know one,14
it takes two to make a quarrel,14
isn't it,14
ish-ka-bibble,14
Is your head cold?,14
Is someone cutting onions?,14
iron out,14
ironing board,14
Is the Pope Catholic?,14
Is anyone here a doctor?,14
Is anyone sitting here?,14
is it going to rain,14
Is it just me,14
is it me or,14
Is it safe here?,14
Is that so?,14
is you is or is you ain't,14
Is that the time?,14
Is the Pope Catholic,14
Is the sky blue?,14
is there a grocery store nearby,14
is there a problem,14
is this a safe space,14
Is this seat taken?,14
Is this the right direction (for),14
none,14
it was delicious,14
it wasn't only,14
ivory tickler,14
it'll be all right on the night,14
"it's not a bug, it's a feature",14
it's not even funny,14
it's not every day,14
it's not my fault,14
"it's not you, it's me",14
it's nothing,14
it's on,14
it's only a matter of time,14
it's raining cats and dogs,14
it's snowing,14
It's someone's funeral,14
it's the hit dog that howls,14
it's the thought that counts,14
"it's the truth, Ruth",14
too expensive,14
it's too late for sorry,14
It's what's inside that counts,14
itch the ditch,14
itchy feet,14
itchy trigger finger,14
iura novit curia,14
it's none of your business,14
it's no use,14
It's never too late to mend,14
it's all good,14
it's a date,14
it's a deal,14
it's a free country,14
it's a jungle out there,14
it's a man's world,14
it's a pleasure,14
it's a small world,14
it's all Greek to me,14
it's all go,14
it's all relative,14
it's grim up north,14
it's an emergency,14
it's been 84 years,14
it's been a slice,14
it's been real,14
It's better to ask forgiveness than permission,14
it's cold outside,14
it's early days,14
it's five o'clock somewhere,14
it's going,14
draw a straight furrow,14
hang out,14
hang on every word,14
final cut,14
final reckoning,14
have the final say,14
find another gear,14
find fault,14
find it in one's heart,14
find one's feet,14
find one's place,14
find one's tongue,14
find one's voice,14
find oneself,14
find out,14
find the net,14
find your height,14
"finders, keepers",14
Fine feathers make fine birds,14
a fine line,14
fine print,14
fine words butter no parsnips,14
fine-tooth comb,14
the finer things (in life),14
finest hour,14
final nail in the coffin,14
final curtain,14
fix someone's wagon,14
final boss,14
fight shy,14
fighting chance,14
fighting spirit,14
figment of one's imagination,14
figure 4,14
figure 9,14
figure of speech,14
file away,14
file off the serial numbers,14
fill in,14
fill in the blank,14
fill one's boots,14
fill one's face,14
fill one's hand,14
fill someone's shoes,14
fill (someone) up,14
film at 11,14
filter down,14
filter up,14
filthy lucre,14
filthy rich,14
finger in the dyke,14
finger in the pie,14
keep (one's) finger to the wind,14
finger-lickin' good,14
first of all,14
since the first of never,14
first off,14
first port of call,14
first things first,14
first up,14
first-mover disadvantage,14
Fish and company stink after three days,14
fish in troubled waters,14
fish or cut bait,14
fish out,14
fish out of water,14
fishing expedition,14
fist magnet,14
fit for a king,14
fit out,14
fit the bill,14
fit to be tied,14
fit to wake the dead,14
fits and starts,14
five will get you ten,14
first mile,14
first love,14
first loser,14
fire on all cylinders,14
fingers crossed,14
fingers were made before forks,14
finish line,14
finish with,14
fire at will,14
fire away,14
fire drill,14
fire hose,14
fire in the belly,14
fire sale,14
"first in, best dressed",14
fire the starting gun,14
firing line,14
firm up,14
first among equals,14
first and last name,14
first annual,14
first catch your hare,14
"first come, first served",14
first cousin,14
fight one's corner,14
fight for one's life,14
fight fires,14
feather one's nest,14
fart in an elevator,14
fas est et ab hoste doceri,14
fash one's thumb,14
fashionably late,14
fast and furious,14
fast asleep,14
fast forward,14
fast lane,14
fast sheet,14
fast times,14
fat as a barrel,14
fat as a pig,14
fat chance,14
fat finger,14
fat is flavor,14
fat lip,14
fat of the land,14
fatten up,14
faux queen,14
fear not,14
feast or famine,14
fart in a windstorm,14
fart fan,14
farmer's tan,14
fan the flames,14
false dawn,14
false note,14
false step,14
fame digger,14
familiarity breeds contempt,14
family jewels,14
famous last words,14
fan dance,14
fan out,14
fancy one's chances,14
farm upstate,14
fancy seeing you here,14
fans are slans,14
far and away,14
far cry,14
far far away,14
far point,14
far post,14
fare thee well,14
farm out,14
feather in one's cap,14
feathered friend,14
fight fire with fire,14
feathered oof-bird,14
feet of clay,14
"felt cute, might delete later",14
fence in,14
fence the tables,14
fend and prove,14
fend off,14
fetch a compass,14
fetch and carry,14
fetch way,14
fetus deletus,14
fever pitch,14
few and far between,14
a few cards shy of a full deck,14
a few sandwiches short of a picnic,14
fiat lux,14
fiddle while Rome burns,14
fiddle with,14
field day,14
fifth wheel,14
fig leaf,14
fight a losing battle,14
feet first,14
feet dry,14
feels over reals,14
feed the meter,14
featherless biped,14
fed up,14
make a federal case out of something,14
fee simple absolute in possession,14
"feed a cold, starve a fever",14
feed into,14
feed off,14
feed on,14
feed the dragon,14
feeding frenzy,14
feel up,14
feel around,14
feel bad for,14
feel for,14
feel free,14
feel one's way,14
feel out,14
feel someone's collar,14
feel someone's pain,14
feel the pinch,14
five-finger exercise,14
flag down,14
hang on,14
for shits and giggles,14
for that matter,14
for the ages,14
for the asking,14
for the birds,14
for the book,14
for the chop,14
for the hell of it,14
for the love of,14
for the life of me,14
for the love of the game,14
for the most part,14
for the nonce,14
for the plot,14
for the time being,14
for toffee,14
for two pins,14
for your eyes only,14
forbidden fruit,14
Forbidden fruit is the sweetest,14
force down someone's throat,14
force of habit,14
for show,14
for reasons,14
flag of convenience,14
for real and for true,14
for all one is worth,14
for all someone cares,14
for all the world,14
for all the world to see,14
for Christ's sake,14
for dear life,14
for fear of,14
for fear that,14
for free,14
for fudge's sake,14
for good,14
for good and all,14
for good measure,14
for grins,14
for heaven's sake,14
for keeps,14
for my money,14
for old times' sake,14
for one thing,14
for one's life,14
for pity's sake,14
force someone's hand,14
forcing house,14
forever and a day,14
forewarned is forearmed,14
fourth wall,14
fox in the henhouse,14
the fox's socks,14
freak flag,14
oh my gosh,14
free alongside ship,14
free lunch,14
free pass,14
free rein,14
free ride,14
freedom is not free,14
freeze out,14
freezing cold,14
fresh legs,14
fresh off the boat,14
fresh out of,14
fresh pair of eyes,14
fresh start,14
fret the gizzard,14
fried egg,14
friend of Bill W.,14
fourth gear,14
fourth estate,14
four-minute warning,14
forked tongue,14
forget it,14
forget oneself,14
forget to take one's medication,14
forget you,14
forgive and forget,14
forgive but don’t forget,14
fork in the road,14
fork off,14
fork over,14
form book,14
four-leaf clover,14
fortune favors the bold,14
forty minutes of hell,14
forty winks,14
fossil word,14
foul up,14
foundation stone,14
fountain of youth,14
four score and seven years ago,14
four sheets to the wind,14
for a song,14
for a fact,14
for a change,14
fly high,14
flip the bird,14
float someone's boat,14
flock together,14
flog the dolphin,14
flog the log,14
flood the zone,14
floor it,14
a floor you could eat off,14
floppy infant syndrome,14
flotsam and jetsam,14
flower of life,14
flower of the flock,14
fluff one's lines,14
flunk out,14
flush out,14
flutter in the dovecote,14
flutter the dovecote,14
fly apart,14
fly at,14
fly blind,14
fly by,14
flip shit,14
flip one's wig,14
flip one's lid,14
flat is justice,14
flail about,14
flame out,14
flame up,14
flannelled fool,14
flap one's gums,14
flash back,14
flash for cash,14
flash the cash,14
flat chat,14
flat on one's back,14
flight of fancy,14
flat out,14
flat strap,14
flatten out,14
flavor of the week,14
a flea in one's ear,14
flesh and blood,14
flesh one's maiden sword,14
flesh out,14
flex one's muscles,14
fly by the seat of one's pants,14
fly in the face of,14
for xyz reasons,14
fly in the ointment,14
follow suit,14
follow the crowd,14
follow the money,14
follow through,14
follow to the grave,14
food baby,14
food chain,14
food desert,14
food for thought,14
food noise,14
fool around,14
fool away,14
fool's errand,14
fool's gold,14
fool's paradise,14
foot the bill,14
foot up,14
foot voting,14
foot-in-mouth disease,14
football player,14
to talk for England,14
follow someone off a cliff,14
follow in someone's footsteps,14
fold up,14
fly the coop,14
fly low,14
fly off,14
fly off at a tangent,14
fly off the handle,14
fly off the shelves,14
fly on the wall,14
fly out of the blocks,14
fly out of the traps,14
fly solo,14
fly the flag,14
fold under zero pressure,14
fly too close to the sun,14
fly under the radar,14
flying start,14
flying visit,14
foam up,14
fog a mirror,14
fogged out,14
fold like a cheap suit,14
fold one's tent,14
falling out,14
falling off the bone,14
fall victim,14
eagle out,14
ear to the ground,14
ear tunnel,14
early bath,14
earn one's crust,14
earn one's keep,14
ears are burning,14
earthly paradise,14
easier said than done,14
"easy come, easy go",14
easy does it,14
easy for you to say,14
easy mark,14
easy money,14
easy on the eyes,14
easy pickings,14
on easy street,14
eat and run,14
eat away at,14
eat crow,14
eat dirt,14
eat for two,14
eagle up,14
eagle eye,14
fall to one's knees,14
eager beaver,14
dumb as a post,14
dumb down,14
dumb luck,14
dummy run,14
dummy spit,14
dump on,14
dump one's load,14
dumping ground,14
durance vile,14
dust mouse,14
dust off,14
dust off a batter,14
after the dust settles,14
dusty miller,14
duty calls,14
standing on the shoulders of giants,14
dying breed,14
dying gasp,14
dying quail,14
dynamite charge,14
e pluribus unum,14
eat lead,14
eat my shorts,14
eat one's Wheaties,14
eat one's feelings,14
economical with the truth,14
edge out,14
effluxion of time,14
egg on,14
eggs in moonshine,14
Eid Mubarak,14
eighth wonder of the world,14
either do or die,14
ejusdem generis,14
elbow grease,14
elbow mentality,14
elbow room,14
elbows up,14
electronic superhighway,14
element of surprise,14
"Elementary, my dear Watson",14
elephant in the room,14
eleventh hour,14
embarrassment of riches,14
embrace the penguin,14
"embrace, extend and extinguish",14
echo chamber,14
ebb and flow,14
eaten bread is soon forgotten,14
eat someone for breakfast,14
eat one's gun,14
eat one's hat,14
eat one's head off,14
eat one's heart out,14
eat one's own,14
eat one's own dog food,14
eat one's seed corn,14
eat one's words,14
eat out of someone's hand,14
eat someone out of house and home,14
"eat, drink and be merry",14
eat someone's dust,14
eat someone's lunch,14
eat the mic,14
eat the onion,14
eat the rich,14
"eat to live, not live to eat",14
eat up,14
eat up with a spoon,14
"eat, breathe, and sleep",14
duly noted,14
in due course,14
ducks and drakes,14
driver's seat,14
drink from the furry cup,14
drink in,14
drink with the flies,14
drinking hole,14
drinks o'clock,14
dripping water hollows a stone,14
drive a coach and horses through,14
drive a hard bargain,14
drive a stake through its heart,14
drive a wedge,14
drive away,14
drive back,14
drive down,14
"drive for show, putt for dough",14
drive home,14
drive off,14
drive out,14
drive someone crazy,14
drive someone to drink,14
