idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language,idiom_domain,idiom_register,slang_strength,regionality,generation_notes
syn_cea99254d0a3c679,raise a ruckus,raise a ruckus,,to create a noisy disturbance or argument,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,american,Slang expression for instigating conflict or commotion.
syn_0b8e17b5a8410132,light the powder keg,light the powder keg,,to trigger a potentially explosive conflict or situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Metaphor of explosive device symbolizing a volatile situation ignited.
syn_cf3a9e2752d1359f,clench one's fists,clench one's fists,,to show readiness to fight or express anger,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Physical gesture indicating tension or readiness for conflict.
syn_42d6c47de22ef18f,stir the hornet's nest,stir the hornet's nest,,to arouse trouble or provoke strong reactions,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,british,"Imagery of provoking angry hornets, metaphor for causing conflict."
syn_95e2b8a64d66ffb1,bring the hammer down,bring the hammer down,,to take decisive and forceful action in a conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,legal,neutral,none,american,Metaphoric action of enforcing authority or judgement.
syn_0d745929c5f888cf,get one's back up,get one's back up,,to become defensive or irritated,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,british,Animal defensive posture metaphor used for growing hostility.
syn_c183206006312874,strike the tinder,strike the tinder,,to initiate a rapid escalation of conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Figurative use of tinder as kindling for a fire of conflict or anger.
syn_d137bba2791f1e97,ring the alarm bell,ring the alarm bell,,to warn or provoke urgency in a conflict situation,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Direct action metaphor for signaling danger or tension escalation.
syn_4f4a6118d113800b,cast the gauntlet,cast the gauntlet,,to issue a formal challenge to fight or compete,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,"Similar to 'throw down the gauntlet', signifies initiating conflict."
syn_06196c46766566ae,spark the powder keg,spark the powder keg,,to cause an explosive conflict to begin,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,none,general_english,Metaphor indicating triggering a highly volatile situation.
syn_a56776ca3120db2e,raise the battle cry,raise the battle cry,,to rally others towards engagement or conflict,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,military,formal,none,general_english,Historical war term used figuratively for initiating group confrontation.
syn_f07971fb31c8e265,step into the ring,step into the ring,,to enter a contest or conflict directly,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,informal,weak,american,Boxing metaphor for confronting opponents or challenges head on.
syn_67dabe5fe8fe2383,take up arms,take up arms,,to prepare to fight or disagree strongly,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,military,formal,none,general_english,Literal and figurative phrase for readiness to conflict.
syn_231f653e6c9c76ff,spill the blood,spill the blood,,to engage in violent conflict or fight,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,formal,none,general_english,Figurative phrase indicating causing harm or serious conflict.
syn_822504041075dec6,break the ice with fire,break the ice with fire,,to start conflict harshly to overcome tension,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Oxymoronic idiomatic phrase for initiating confrontation aggressively.
syn_fd39643320d341d8,tighten the screws,tighten the screws,,to increase pressure causing conflict or resistance,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,none,american,Mechanical metaphor for applying more pressure leading to tension.
syn_31a421242448f30f,raise a clenched fist,raise a clenched fist,,to show solidarity in conflict or protest,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,politics,neutral,none,general_english,"Symbolic gesture of resistance, often used in political or social conflicts."
syn_64237bcec6e95479,level the playing field with fire,level the playing field with fire,,to confront conflict by matching aggression,llm_generated_inventory,synthetic_generation,phrase,conflict_attitude,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Figurative phrase indicating matching an adversary's intensity to compete.
syn_2a598724ac41131b,coin the climb,coin the climb,,to earn money through increasingly difficult efforts,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,"Uses 'coin' metaphorically for money and 'climb' for effort, implying a money-making hustle."
syn_17a7f241ba666017,cash dance,cash dance,,the act of skillfully making money moves,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,medium,american,Combines 'cash' and 'dance' to figuratively describe nimble financial maneuvering.
syn_d4fa073c589b22c7,green grind,green grind,,the daily effort to make money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,"'Green' for money and 'grind' for hard work, forming a catchy idiomatic phrase."
syn_2d06db68a5e4c6fc,hustle pockets,hustle pockets,,personal profits earned through side jobs,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,"Suggests having pockets filled by hustling, common in online gig culture."
syn_3e9cdf8b6c14e763,scrap for scraps,scrap for scraps,,to hustle for small amounts of money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,british,Figurative expression indicating struggling to earn modest income.
syn_18bae1c8ba31d47d,nickel netting,nickel netting,,accumulating small amounts of money steadily,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,weak,american,Uses 'nickel' for small money and 'netting' for collecting gradually.
syn_643870de1aed26ab,quick quids,quick quids,,fast money earned by hustling,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,slang,strong,british,"British slang ‘quid’ for pounds, emphasizing speed in money making."
syn_694c03f8e97ddb0c,flip the stash,flip the stash,,to turn over money quickly for profit,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,slang,medium,american,'Flip' and 'stash' combine to imply fast money turnover.
syn_f835a931d1e60a7d,nickel and dime hustle,nickel and dime hustle,,to make small profits through persistent effort,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Using small coin values metaphorically for minor earnings.
syn_8113ab135bdf7b1f,scratch cash,scratch cash,,to earn money by any means necessary,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,"'Scratch' implies scraping by, combined with 'cash' for money."
syn_fe96d9222cf42cd6,buck bucket,buck bucket,,a sum of money accumulated from hustling,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,Alliterative phrase suggesting gathering earnings.
syn_ad7c3445f69684fd,coin chase,coin chase,,the pursuit of money through hustling,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,Expresses energetic pursuit of cash rewards.
syn_f098aa94d72126c7,dollar dashes,dollar dashes,,quick attempts to make money rapidly,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Energetic phrase combining 'dollar' and 'dash'.
syn_332c4f05be629364,bread run,bread run,,effort to earn daily money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,"'Bread' slang for money, 'run' for earning activities."
syn_4ccbe95417b2799f,coin crawl,coin crawl,,slow but steady money-making effort,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,weak,general_english,Metaphor of crawling to depict gradual financial gain.
syn_86bca5dbf90cafb0,hustle hive,hustle hive,,a place or group engaged in intense money-making activity,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,"'Hive' evokes busy activity, paired with hustle for earning."
syn_4ee587665faadc42,stash stash,stash stash,,to repeatedly accumulate money in small increments,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,Repetition creates catchy phrase emphasizing constant saving.
syn_925466da0154155f,penny pinch party,penny pinch party,,a collective effort to make or save money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Alliterative expression about frugality and hustling.
syn_9d7a3c9d62c1c1a9,cash cartwheel,cash cartwheel,,maneuvering energetically to make money in creative ways,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Visual metaphor combining physical agility and earning money.
syn_0c0dba3a97c6cad3,dime drip,dime drip,,"small, steady inflow of money",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,weak,general_english,Suggests gradual financial gain via 'drip' and 'dime' imagery.
syn_caf27e2f353c1474,loot loop,loot loop,,repetitive cycle of earning and spending money quickly,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,Catchy alliteration implying circular money flow in hustle.
syn_65fa56ef31a854fc,buck bounce,buck bounce,,quick turnover of money gained from hustling,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Energetic phrase with 'buck' for money and 'bounce' for movement.
syn_f22f0b49836f19dc,coin cascade,coin cascade,,a continuous and abundant flow of money earned,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,weak,general_english,Metaphor of cascading coins for ample earnings.
syn_1c084ac18df1a012,nickel nudge,nickel nudge,,small effort to push earnings up,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,american,Suggests incremental improvement in money-making.
syn_8b4f96d11d293653,cash clutch,cash clutch,,a crucial moment to secure money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Combines urgency of 'clutch' with cash acquisition.
syn_fb9b92d73c9cbd39,green grindstone,green grindstone,,constant hard work focused on making money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,weak,general_english,Uses 'grindstone' metaphor for persevering money-making effort.
syn_873c59ddcfd4a73e,mint move,mint move,,a clever act yielding profit,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,"'Mint' implies freshness and money, combined with strategic move."
syn_9ae388be7496045f,flip the fiddle,flip the fiddle,,to hustle money deceptively or skillfully,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,Figurative phrase evoking tricky money making like 'fiddle'.
syn_0d73ccd140a0b5f1,dough dive,dough dive,,an effort to quickly secure money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,'Dive' for bold action paired with slang 'dough' for money.
syn_ba39ebaf40de5422,paper push,paper push,,"effort to make money, often through hustle or schemes",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,'Paper' for money and 'push' for striving to earn it.
syn_613ad5f2c35b6edd,scratch sprint,scratch sprint,,a fast attempt to earn money from nothing,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,"'Scratch' signifies starting small, 'sprint' for urgency."
syn_a02dd622786d54a8,buck bazaar,buck bazaar,,an active marketplace of small money-making hustles,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,"'Bazaar' evokes trading, 'buck' for money involvement."
syn_d1f0a78a73e7b63b,dime dive,dime dive,,taking a risk to earn a small profit,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Suggests active pursuit of small gains.
syn_4a2a147060652ce0,cash crawl,cash crawl,,"slow, careful effort to accumulate money",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,weak,general_english,Metaphor for gradual steady money-making progress.
syn_d2ec3db67768a2d8,buck bazooka,buck bazooka,,a powerful or sudden influx of money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,'Bazooka' intensifies the dollar imagery for an increase.
syn_9412aa8add2646ee,scrap scramble,scrap scramble,,competitive effort to earn small amounts of money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,british,Suggests chaotic hustle for minimal earnings.
syn_35f89f331bc84925,grind goldmine,grind goldmine,,a lucrative opportunity from persistent hustle,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,weak,general_english,Combines 'grind' with 'goldmine' to suggest profitable effort.
syn_31e93a0e5e0b0471,coin clutch,coin clutch,,a critical moment to secure money in hustle,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,Highlights key timing in money-making.
syn_7a5fd2191fa5c16f,dough drip,dough drip,,steady drip of money earned from hustle,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,weak,general_english,Metaphor for consistent small earnings.
syn_bec96eb203ec2f20,nickel notch,nickel notch,,small gain marked through consistent hustling,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,weak,general_english,'Notch' representing an achievement or score.
syn_19c9c0baa958e835,loot leap,loot leap,,a bold step to gain money quickly,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Energetic phrase combining 'loot' and 'leap' for fast earnings.
syn_152f293e7f98f391,buck buffet,buck buffet,,an abundant spread of money-making opportunities,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,Metaphor suggesting ample options to make money.
syn_06e35833fc678e31,scratch scramble,scratch scramble,,urgent hustling for any available money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,british,Conveys urgency in small-scale money pursuit.
syn_98f5e7f51e7f3304,cash crawlspace,cash crawlspace,,hidden or small opportunities to earn money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,Suggests unknown or tight spots to hustle cash.
syn_d8f9f1bde87ac2ed,coin cart,coin cart,,a vehicle or means to move money fast,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Uses 'cart' metaphor for transferring or making money.
syn_ff144e3130db1359,green grindfest,green grindfest,,an intense period of striving to make money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,Playful compound emphasizing hard work for money.
syn_7386ae8e3346c153,dime dash,dime dash,,a quick attempt to earn a small amount of money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Energetic phrase for fast small earnings.
syn_b7c1b42e15c3a81d,loot loopback,loot loopback,,repeated cycle of earning and reinvesting money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,weak,general_english,Emphasizes cyclical nature of hustle profits.
syn_3596c17009944189,buck bridge,buck bridge,,a means to connect efforts to money earned,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,neutral,weak,general_english,Metaphor suggesting a link between hustling and cash.
syn_62dca8281a6f3d95,coin cartwheel,coin cartwheel,,energetic money-making moves,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,Playful combination of agility and cash flow.
syn_27c9b228a0244d74,call the shots,call the shots,,to be in control or make decisions in a competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,Originates from shooting sports; figuratively means controlling events.
syn_9de7969136e27529,full-court press,full-court press,,an aggressive and relentless strategy to win,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,american,"From basketball, used metaphorically for intense effort."
syn_36b61390a0e06a4e,hitting below the belt,hitting below the belt,,using unfair or unethical tactics in competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,formal,none,general_english,"From boxing rules, applies metaphorically to unfair play."
syn_3715907a974589f9,keep one’s eye on the ball,keep one’s eye on the ball,,to maintain focus on the main objective during competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,"From ball sports, advising concentration."
syn_27a560ccd7313fd6,full count,full count,,a critical situation where the next move decides the outcome,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,american,Baseball term indicating tension with maximum strikes and balls.
syn_716f4e12967eeaf6,on the home stretch,on the home stretch,,near the end of a competition or contest,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,"From horse racing, means final phase."
syn_a027d85edce2729e,throw one’s hat in the ring,throw one’s hat in the ring,,to announce participation or candidacy in competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,"Boxing origin, metaphor for entering contest."
syn_ef9c71ba23eba86a,call time out,call time out,,to pause or interrupt competition or action,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,Common sports term for temporary pause.
syn_e7e553eb90c1e921,batting one’s eyes,batting one’s eyes,,to attempt to gain advantage through charm or subtle influence,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,informal,weak,general_english,Baseball metaphor linked with flirtation or persuasion.
syn_c012e4eb0c3b0699,hit below par,hit below par,,to perform worse than expected in a competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,"Golf term reversed; normally good to be below par, here idiomatic for underperformance."
syn_c0a5cf55edd595ee,paint the lines,paint the lines,,to define clear boundaries or rules in competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,formal,none,general_english,"Refers to marking playing fields, metaphor for setting limits."
syn_b1f00111446d3df6,extra innings,extra innings,,additional time or effort beyond the normal to decide an outcome,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,american,"Baseball term for overtime, metaphor for extra effort."
syn_781bc12fbecc09e3,hit the hardwood,hit the hardwood,,to play basketball or start an athletic contest,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,informal,weak,american,"Refers to basketball courts, colloquial expression."
syn_e3fcb9152d2aeeea,taking one for the team,taking one for the team,,accepting a loss or disadvantage for the benefit of the group,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,informal,weak,american,Sports metaphor for self-sacrifice in competitive context.
syn_4277d58806db6bb4,level playing field,level playing field,,a fair competition where all participants have equal opportunities,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,Sports metaphor widely used for fairness in contests.
syn_e07c8117dd489097,back against the wall,back against the wall,,being in a difficult or desperate competitive position,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,Figurative expression indicating tough situation in competition.
syn_33b721facd68274b,the ball’s in your court,the ball’s in your court,,it is your turn to take action or make a decision in competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,neutral,none,general_english,Tennis metaphor for responsibility to act.
syn_465a56bc57070c8e,hit paydirt,hit paydirt,,to achieve a significant success in competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,informal,weak,american,Baseball mining metaphor for success or payoff.
syn_491cd7d1aaecf7af,full sprint ahead,full sprint ahead,,to advance or push forward at maximum effort in competition,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,informal,weak,general_english,Track and field metaphor for high effort.
syn_98887a98fddd03d9,below the beltline,below the beltline,,using dishonorable tactics or actions in competitive play,llm_generated_inventory,synthetic_generation,phrase,sports_competition,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,sports,formal,none,general_english,"Variant of 'hitting below the belt', emphasizing ethical boundaries."
syn_91e599e9513a74b8,ghost in the code,ghost in the code,,a mysterious bug or hidden issue in software or digital systems,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,uses 'ghost' metaphor for something unseen yet impactful in programming.
syn_9742c0e148f22318,clout chaser lane,clout chaser lane,,a path or behavior focused on seeking social media popularity or influence,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,'clout chaser' is a known term; combined with 'lane' evokes a figurative space of fame-seeking.
syn_c668d62736a8c146,cancel chain reaction,cancel chain reaction,,a series of rapid social media backlash events following a controversial act,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,'cancel culture' plus 'chain reaction' to show cascading effects.
syn_d85011b315b90b00,digital drag queen,digital drag queen,,someone who overperforms or exaggerates personality online for entertainment or attention,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,metaphorical use of 'drag queen' as performance combined with digital context.
syn_44c32400cb37961e,tweet storm warning,tweet storm warning,,sign that a person is about to send many rapid tweets expressing strong opinions,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,weak,online_global,combines 'tweet storm' concept with warning as idiomatic phrase.
syn_58fd192aa01811eb,netflix and neglect,netflix and neglect,,spending time binge-watching while ignoring responsibilities,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,parody of 'Netflix and chill' with ironic self-deprecation.
syn_5d1038de274136d3,blue light blur,blue light blur,,state of exhaustion or mental fog caused by prolonged screen exposure,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,weak,general_english,blue light from screens affects sleep; metaphorical use for tiredness.
syn_09d6ed5ad59a8d77,clapback king,clapback king,,"a person known for sharp retorts and quick verbal comebacks, especially online",llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,popular social media slang term for verbal dominance.
syn_a766f18744bd8bfb,stream sniper situation,stream sniper situation,,being targeted by someone who disrupts or interferes in online live streams,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,from online gaming culture; sniper interferes with streamer.
syn_50d9b7f91c476cda,mainstream meltdown,mainstream meltdown,,public or viral breakdown of something very popular or widely accepted,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,weak,general_english,alliterative phrase capturing cultural disruption.
syn_8e9041ad83b9d638,black mirror moment,black mirror moment,,a moment reflecting disturbing technological or societal reality,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,weak,general_english,inspired by the TV series often depicting dark tech futures.
