idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language,source_file,idiom_domain,idiom_register,slang_strength,regionality,generation_notes
syn_b858117c8c416525,harvest the collaboration crop,harvest the collaboration crop,,To reap the benefits from cooperative efforts put in by a team.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_f74fdc85db5e7370,launch the deadline flare,launch the deadline flare,,To signal urgency or alert about an approaching deadline.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_da409d8f12638fde,toss the collaboration dice,toss the collaboration dice,,To take a chance on cooperative strategies or partnerships.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_e3e4874842ba4df3,catch the productivity spark,catch the productivity spark,,To gain sudden motivation or inspiration resulting in efficient work.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_4d2bdbde4cfbf15d,pinch the deadline thread,pinch the deadline thread,,To carefully manage the tight timeline or barely-held schedule.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_1bc0fbe28d235762,break the collaboration chain,break the collaboration chain,,To end a sequence of teamwork or stop cooperative efforts.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_5ae127a58467838a,tangle the meeting web,tangle the meeting web,,To complicate or confuse discussions or dynamics during a meeting.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_ab9229a8fdc9a593,clip the collaboration wings,clip the collaboration wings,,To reduce freedom or flexibility in joint work efforts.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_30c461e70639243a,reach the productivity peak,reach the productivity peak,,To attain the highest level of work performance or efficiency.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_a13cd9a1af2d078a,lay the collaboration brick,lay the collaboration brick,,To contribute a fundamental element to a team effort or project foundation.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_994cd9872a9436c1,untangle the productivity knot,untangle the productivity knot,,To resolve confusing issues that block work progress.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_4e5aab8e42e74b8b,turn the collaboration key,turn the collaboration key,,To unlock or enable effective teamwork and cooperation.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_91eaf2139a4d7245,press the deadline button,press the deadline button,,To trigger or announce the start of the final countdown to a deadline.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_b2ba3d76ae4af09c,plug the collaboration leak,plug the collaboration leak,,To fix or stop loss of communication or resources in team efforts.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_781847a25126489d,stoke the idea fire,stoke the idea fire,,To fuel creativity and encourage new thinking within a group.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_73563e4b68645aee,launch the productivity rocket,launch the productivity rocket,,To rapidly increase work output or efficiency with high energy.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_be80fb19d1712fcc,hold the deadline torch,hold the deadline torch,,To maintain focus and motivation as a deadline approaches.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_70f53e00db13b6e1,bounce the collaboration ball,bounce the collaboration ball,,To pass ideas or responsibility smoothly within a team.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_5d25c9c859dbad2d,pin the productivity tail,pin the productivity tail,,To assign causes or credit for work output results.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_dd061be019e88b77,stitch the deadline fabric,stitch the deadline fabric,,To carefully piece together various tasks to meet a deadline on time.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_d72c231f1ce90979,cast the productivity net,cast the productivity net,,To attempt to capture or increase work performance broadly.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_d22ea8b0dbf50962,turn the productivity tide,turn the productivity tide,,To reverse a decline or bring a rise in work efficiency.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_07257fe43eca4ad7,launch the collaboration beacon,launch the collaboration beacon,,To initiate signals or efforts that promote teamwork and cooperation.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_be137cfb9f88bee2,tame the productivity tiger,tame the productivity tiger,,To control or master a challenging workload or project.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_d62fccde54268ce3,fire the collaboration cannon,fire the collaboration cannon,,To energetically initiate or boost teamwork and joint efforts.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_38ba87dd2bec8316,pinch the collaboration spark,pinch the collaboration spark,,To carefully or strategically ignite teamwork and shared motivation.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_7672bb47038c0e2c,catch the deadline wave,catch the deadline wave,,To successfully navigate approaching due dates and associated tasks.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_5ffa7b6662a929aa,chip the collaboration block,chip the collaboration block,,To gradually overcome obstacles to effective teamwork.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_4546d03f6b055202,pack the productivity punch,pack the productivity punch,,To produce work that is strikingly efficient or impactful.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_6721078f55e8a16f,launch the deadline rocket,launch the deadline rocket,,To rapidly commence final efforts to meet a pressing due date.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_504d79016641cce9,stitch the productivity quilt,stitch the productivity quilt,,To combine different efforts or strategies to create efficient work output.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_4c236e91bd066b9f,cut the productivity cord,cut the productivity cord,,To remove restrictions or dependencies in order to increase efficiency.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_774373fdccdff736,bend the collaboration bow,bend the collaboration bow,,To adjust or influence teamwork dynamics skillfully.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_3bf94f09cd2ee5dc,ring the deadline bell,ring the deadline bell,,To announce or signal an upcoming due date forcefully or widely.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_169b7ca2da71bf66,pin the idea tail,pin the idea tail,,To determine the origin or cause of a concept or problem.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_449276a0975d5b01,toss the collaboration coin,toss the collaboration coin,,To make a risky or uncertain decision regarding teamwork or partnership.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_a33d705563f8fdce,catch the productivity breeze,catch the productivity breeze,,To take advantage of favorable conditions that boost work efficiency.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_c7d02458d0401c03,chip the deadline ice,chip the deadline ice,,To make a start on a difficult task with an approaching due date.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_7043fac2dc2a3753,launch the productivity flare,launch the productivity flare,,To draw attention to productive work or achievements.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_484020e41d4a6bf4,slide the collaboration needle,slide the collaboration needle,,To slowly push forward progress in teamwork.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_1f941d9d14eaee43,break the productivity dam,break the productivity dam,,To remove obstacles and let work output flow freely.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_77a35b535cbababb,hold the productivity flame,hold the productivity flame,,To sustain motivation and energy in work tasks.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_b2bbcfc454a4e3fd,chip the collaboration ice,chip the collaboration ice,,To initiate teamwork and break initial barriers to communication.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_bcc09112b859bd88,fire the productivity engine,fire the productivity engine,,To start working energetically and efficiently.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_df243a9bda11e6ef,light the deadline candle,light the deadline candle,,To begin efforts focused on meeting an approaching due date.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_6cb69c1c06493a31,pinch the productivity nerve,pinch the productivity nerve,,To strike on a sensitive or crucial point affecting work output.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_dac43d83be4cad17,catch the collaboration ray,catch the collaboration ray,,To recognize a moment of potential cooperation or inspiration.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_07c7358e2399d835,hammer the productivity nail,hammer the productivity nail,,To firmly fix or settle work-related objectives or tasks.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_d321b578c5a3fbe5,throw the collaboration dice,throw the collaboration dice,,To take risks in joint decisions or team initiatives.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_e22554161372eccd,turn the productivity screw,turn the productivity screw,,To increase pressure or effort to improve work output.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_38741f1d3d2468c1,flare the collaboration signal,flare the collaboration signal,,To send a strong message encouraging teamwork or shared focus.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_cfb4be31f706cc44,steer the productivity ship,steer the productivity ship,,To guide or manage work efforts toward success.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_35f8a2ac6659a1c4,bust the collaboration bubble,bust the collaboration bubble,,To overcome isolation or limited perspectives in teamwork.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_202b3aea23a155d0,cut the productivity wire,cut the productivity wire,,To remove barriers hindering efficient work output.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_08d5f4385bc936b1,pin the deadline thread,pin the deadline thread,,To secure or fix a crucial schedule component tightly.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_3a415d985f746217,lash the productivity whip,lash the productivity whip,,To urge or compel increased work efforts with urgency.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_e57ff4c189217117,spot the collaboration wire,spot the collaboration wire,,To identify the communication channels or key connectors within a team.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_8b424dfc777f1fb3,tap the deadline drum,tap the deadline drum,,To keep reminding or creating awareness around an upcoming due date.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_00ad4bd2d53e258f,spark the productivity flame,spark the productivity flame,,To ignite enthusiasm and energy that boosts work output.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_152050ababbff3ca,downshift the collaboration pace,downshift the collaboration pace,,To slow down teamwork tempo for more thoughtful or careful progress.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_e600aeb25ef1fa90,pinch the productivity spark,pinch the productivity spark,,To harness a small but vital amount of motivation to fuel work efficiency.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_92b13417074fad99,grind the gears,grind the gears,,"to work hard or hustle persistently, especially in money-making efforts",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_445c59120c9798d3,flip the coinwave,flip the coinwave,,to make a risky but potentially lucrative financial move,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_bc3795cf7d82f61d,chase the fatline,chase the fatline,,to pursue the most profitable opportunities aggressively,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_47b81c2e8e711e54,pencil the hustle,pencil the hustle,,to plan a side money-making scheme carefully,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_ddbe97c037f806aa,roll the bankroll,roll the bankroll,,to reinvest money earned to multiply wealth,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_b659e84c3e91f1f6,bank the buzz,bank the buzz,,to capitalize on hype or popular trends to make money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_a720d0af26f6a605,cash the spark,cash the spark,,to turn a small opportunity or idea into money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_92efc3994162d5a8,mint the moment,mint the moment,,to create wealth from a timely opportunity,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_9aa89a019d72094f,slide the greenline,slide the greenline,,to smoothly navigate financial streams or side hustles,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_de439defc6fcdb35,stake the wave,stake the wave,,to invest or commit resources to a rising market opportunity,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_8452c8c1f5473375,drip the dollar,drip the dollar,,to earn money slowly through multiple small hustles,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_5dc437b437dbc710,spin the profit web,spin the profit web,,to create a network of income streams or money-making methods,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_06304bfa92e59b14,harvest the hustle,harvest the hustle,,to reap rewards from persistent and active money-making efforts,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_03f3ec74e26de2da,fuel the flow,fuel the flow,,to provide resources or energy to maintain cash movement,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_43e5eedd7a7e44c3,net the nuggets,net the nuggets,,to collect small valuable gains or profits,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_8f1d3ac17c505581,rake the ripple,rake the ripple,,to gather money from the extended impact of a small event or effort,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_2e54c125d26aa025,hitch the hustle,hitch the hustle,,to join or piggyback on a money-making opportunity,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_da52b2f8775cc61c,pinch the paper trail,pinch the paper trail,,to control or intercept cash flow discreetly,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_870db8bb43621ac0,stack the scraps,stack the scraps,,to accumulate small earnings or leftover income consistently,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_5b8a9c6a4aa66bcc,flip the coinbeat,flip the coinbeat,,to make quick investment decisions based on intuition,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_c56aafaf8327f672,cash the cipher,cash the cipher,,to decode or solve a money-making challenge,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_3f3f46afa5fd61c4,jack the pockets,jack the pockets,,"to accumulate money, especially by small or sneaky means",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_1152f938c6f9a923,buzz the bankroll,buzz the bankroll,,to energize or boost funds for investment or hustle,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_bfd9d9c9f4339666,sharpen the hustle,sharpen the hustle,,to improve or refine side money-making skills,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_c526319c8b77e6c3,play the paper chase,play the paper chase,,"to pursue money actively, sometimes obsessively",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_0ee4f92bb93183d2,trim the take,trim the take,,to maximize net profit by cutting costs or inefficiencies,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_7fcc9ef5306bbe05,flash the funds,flash the funds,,to show off money to impress or intimidate,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_d7bebf6b5f0d97d2,score the scratch,score the scratch,,"to earn money, especially small amounts",llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_b1905e971a040669,jackpot the grind,jackpot the grind,,to turn continuous hard work into a big financial win,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_74f88d5839cae99b,pocket the pulse,pocket the pulse,,to capture the trend or moment generating money,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_05f5f70d6ad0d920,ride the scratchwave,ride the scratchwave,,to capitalize on fluctuating small income opportunities,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_470e1c4d08195e49,crack the greencode,crack the greencode,,to figure out how to make money in a complex or secretive way,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_edd0982e923e60a8,flip the cashbeat,flip the cashbeat,,to quickly turn money over by buying and selling,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_df2f1e26d4dbb73f,stack the sideflow,stack the sideflow,,to build multiple secondary income streams,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
syn_ba16904d31bf602b,tide the moolah,tide the moolah,,to maintain or support cash flow through effort,llm_generated_inventory,synthetic_generation,phrase,money_hustle,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,synthetic_pre_enrichment_dataset_v1_08.csv,,,,,
